CLASSIC_SUBID,CURRENCY,UPCOMING_REBILL_TOTAL,UPCOMINGDISCOUNT
iTsZjp1FTtqei0-xDP4JHg,USD,19.99,0
llAViAdKSDqoRTofUlBc4Q,USD,18.81,0
6BoJkt4GS1-_00jeBYoE7w,EUR,1.6048,0
CCanhyTuSk6Lc5ZByECfOw,USD,19.99,0
Xzs9UKSkTDuOonYgpsi-gA,USD,18.51,0
_2OvVrjOQcKgeSwz30WK5w,CAD,27.61,0
JSN-v7BeS9W8CiA3KfGpcA,GBP,19.99,0
OgAhV6n2S6GIYfqWe8bMkA,USD,18.47,0
Sj7dp71HSNCGInuLZN4P6w,USD,19.99,0
B9RxwrzCQhOcRWVod2veqQ,USD,18.43,0
p5D0z1CNQDm-m35IAqYadg,USD,6.99,0
MxAE08EqQFaiilf6szYfew,USD,9.99,0
1RAm_rNKQnWnv82sSmxqkg,GBP,17.99,0
jsX1gnfhQPq31jzzToSFgQ,EUR,25.99,0
VcwWsoQ0SFyBm04mJlPaeA,USD,18.81,0
VjJ1i8BpQqWgV50kMeq-yg,USD,19.99,0
yjhheEm4SrmKnWGKdNLicg,USD,18.68,0
86o6V4cDQNervcMDix5dKQ,USD,19.99,0
HeU6Y3s0RqynV9XttvdaiQ,USD,19.99,0
TfMqwWgiSXWQDznch0DSZg,USD,19.99,0
N_mKFRKoQ1O5Y5LnJ9XrbQ,USD,18.68,0
UYgbQYJQT4uaLMueTxo0pg,USD,18.47,0
IQOshsn3QHizMbsWxovC_g,USD,0.99,0
nPz0lavjS6aWlIQBBQnp4g,USD,9.99,0
EYd8fYIbS6ypJm2BxqH8kQ,USD,18.68,0
QSmSJZNhSCaalsHsO62gEg,USD,18.81,0
VsZkW6UuTkuE0LwWypjyeg,EUR,11.99,0
NTh9W6OQQfeW-upX9IdkSQ,SGD,29.99,0
4rjZ6iMXRPmlPn5gHY7Vbg,USD,19.99,0
7VrexPAQQ8KufGud7w-R0A,GBP,18.99,0
80tgIwomQ2-9iLRKbKN-Zg,USD,19.99,0
5gi-MEtRTfyHDzk66298gw,USD,18.75,0
okoIwm8tR9mOqhqO6Jf3Dw,USD,19.99,0
pKPJ-yfrTfyFYvBQn1WUDA,USD,18.68,0
V7yAV4LDSIy1ZvXMvAskog,USD,19.99,0
8wu0EdEgSgu_KJYrT4_yUA,USD,19.99,0
sujB4g93Rx6MuKt3_7s5UQ,USD,19.99,0
pl4ptLW2RWmd8VuoyuRK1Q,USD,18.86,0
Bvd3ES1KSjmyPmROGvBevg,USD,18.68,0
j_1Dr8GCTSm6NLaJEqz65w,USD,19.99,0
9WB30f1GQIKQmZW0xAp-zA,USD,19.99,0
HiWgcVZbS8asuiF5Q9IK8w,USD,19.99,0
OWHCpl_yRgaHnMqTHYcb7w,USD,19.99,0
StOzm1i3QwKEwHP_8QYimg,USD,19.99,0
uHRxGZVQTAyL2PxVHtA08A,USD,18.36,0
NSHAXas8RaOk6n-LWfYGrg,USD,19.99,0
f_rSDPumTR2PzTW1CyRzqw,USD,19.99,0
YfkoNnFbRs60l9EAMPNztA,USD,18.47,0
t81jRGxSSTealmykJG-wOQ,USD,9.99,0
2xGpFmZmQtKoi21zsu0zQA,USD,18.73,0
0HobVzVTQ--4SaDALEBcpg,USD,9.99,0
HSZja1LCRqS415TcwT-yQQ,USD,19.99,0
QEzaZDsBQO29v6PVcAyLEQ,USD,18.27,0
MWFwBrQ2Q_K65ME_6wIj4A,CAD,25.99,0
1YzRvGTPQZajhVg1g14rCg,USD,0.99,0
_FBUgxStT36cZTACT7JLrg,USD,19.99,0
eyuFcR6OSnKq0XntOomWlg,USD,19.99,0
f5tMZjwVRP-0XOaQtmK_dQ,USD,19.99,0
DnuAim2ERW6C-PXXAIaNig,USD,19.99,0
1QrO7w_7QJuxl4gF997RXA,CAD,25.99,0
NIitgzNfQlSAN27JUWkh4Q,USD,19.99,0
J3zGEj_SQ9-T_q05OqmuLg,USD,9.99,0
RzebLUG0QRWnvinfBAm9AQ,USD,19.99,0
GDoKMn02ScqhjojqDyVjvQ,USD,19.99,0
PMFE7SjjSiuTy84_1-IHug,USD,19.99,0
aOTuh6qTQ9eh-cqyws6_gg,USD,18.73,0
dnJjqQ3gQO24z3WTZ1pkDw,USD,19.99,0
4REcxAaVSKCPbENZz18H_g,USD,19.99,0
ygfHvbL3QCCIgzJufTM6VQ,USD,0.99,0
wjMyhDWlRqurQzgiZNww4g,USD,18.47,0
1iYH_zuJSvOYGlFSZo5Omg,USD,0.99,0
wnRDXUH7RcGUPkvYN3fiYg,USD,19.99,0
2M5UxviIRSqDHNIE74Wgjg,USD,19.99,0
OPS7q-IyRWCIksoN5ztTnQ,USD,18.07,0
BGvHruz_TfmPr4OtzTePMQ,USD,9.99,0
5A_GI3PKRZaELCkgssK93A,USD,19.99,0
f7sbkqZPQbK3vawBNs53DA,USD,18.49,0
qRwdmJJLQHmM8ZL_HGlWEQ,AUD,31.99,0
w6XNxso9S0-XVsXreO6suA,USD,19.99,0
K1bdgf6IRAmGxv70v-SiMg,USD,19.99,0
sXkEIsDtT9qv4mkCUSTeVQ,USD,19.99,0
AuLmeKxhTyeUX6BcBtI9wQ,USD,18.86,0
C_t8SSPJSeWfAiqoxBKBYA,GBP,0.99,0
Ed6LsZB7S_-5iqnU1u1IEA,USD,19.99,0
3krrr5oiTiS4EvEQpuhENA,USD,19.99,0
qwigEdPhQjK_WUjZfbxngg,GBP,22.98,0
p3yVWlr7RlmKUrDyQSR9Kw,USD,9.99,0
0h2nMwOOQpCd53Z6LU5y3w,USD,18.81,0
bH-gC17CTd2h4hpYlFiTsA,USD,18.44,0
fxSxtW9iSxak6l7AuyDbhA,USD,19.99,0
N4mB-RtTTwC8VseF8VrNIA,USD,18.75,0
TIUsC83JSNW_HvJflXTWzA,USD,19.99,0
xqcHRtEnTymtJSMOBqtinw,USD,18.64,0
9UngAyBTTDWCN1Rfc2nigg,USD,19.99,0
O9ezzaPHSKKgZzwAGn1_pA,USD,0.99,0
feuf6i3JTfOQhkQQtGjRwg,USD,18.68,0
VE4qTiKDTJ-x7YX5KrJpfg,USD,18.68,0
y-99oVuzRGqoguWz3ew4Gg,USD,19.99,0
Mv-1OuWwSZaZXcIcsv--eQ,USD,18.4,0
M9tIzP5FQrKIndOfq_jzsg,USD,19.99,0
FZLS0s3_QDylKkHeDKVYfA,USD,19.99,0
8qu2dsN_T1iIshqyIPkTXg,USD,19.99,0
1QcTk41DQkSlYApIEBt8fw,USD,18.6,0
s3d7HFoWQLOe7XmjLZMWsw,USD,19.99,0
Fv_WogTIQRqezV5eN_GgHg,USD,18.64,0
5TL1J4e-QxytdsPfdxO19A,EUR,23.99,0
tU44BWf6S4ioR2BMAIICYQ,USD,19.99,0
EsDrvXo5Qr-ji7ePH8hKOw,USD,19.99,0
sZDlXEBZQ8aYiFutT7GzBw,USD,18.47,0
4JdUcf-IT5CjofTvMhqQGQ,USD,19.99,0
eJXUktQ7RpOcBZWRsVaqRg,USD,18.75,0
68SerE3ESkKK9_gB2fQFOg,USD,19.99,0
02i5Kjz0SLuAe9R9DwHKDw,USD,18.86,0
RL9LcnucTb-kA08Cronw7g,USD,19.99,0
urSSBf7CS6Of8YXrDnBLiQ,USD,19.99,0
HsmptQmGRPKTmTIsRZBlJA,USD,19.99,0
gPdAVKezRQaMrjpIGK0uDA,USD,19.99,0
iiZlRHx-Ts-zU3O8B5h0LQ,USD,18.51,0
7jgGkfINQuytXuxnjpItkg,USD,19.99,0
fs9vOj0-RTqgDKYQQKdYyA,USD,18.86,0
hP5sNEtIQdWJ72iiD4tOEQ,USD,19.99,0
U1lxdvdjQyqtCPRuekYIcQ,USD,18.86,0
fBjtikIrTa6RKQQ0OATrOw,USD,18.68,0
uxQqXxVlREOq0vriv5oaeA,CAD,28.99,0
lX4pc3MDTPO53In49GzZxg,USD,18.68,0
RXMRdKMGTL2Ax4wBzNWPcw,USD,19.99,0
pFe3yV_sQAOxE1HWqSN48g,EUR,19.99,0
c-miviSCRheXm69dsPNbuQ,USD,18.86,0
aCpcw6cUROGVNJo2xs83Hg,USD,19.99,0
U0EWejKBRZK5-M9gO-3aEQ,USD,19.99,0
x_dFb-2OTua4bnaBBmwYXw,USD,39,0
Chs4nlLCQq-SYc6lUlPm2g,USD,19.99,0
UqKK0j_0SwSpbyTMi7xb9g,USD,18.73,0
7ri-qUKbRmieQmDj4Wq7wA,USD,19.99,0
hsIokqGHR3eeknhEefj_6Q,USD,18.86,0
7NTmcysfTku9vpKCR4gDDg,GBP,17.99,0
3H7qsZejTPWsm2uCwPTohg,USD,18.86,0
1yinCbxES-aIt_HWrV12-w,CAD,26.99,0
EtIli6hiThCrTcELOpIT9A,USD,19.99,0
J2N-RTiFSCSd9ml_F3e_vg,USD,19.99,0
6lJLNlKSRMCnUt6tcqSBEg,USD,0.99,0
tQppDC5DR8GE-0xgup8ZQA,USD,19.99,0
LV3WqM5DT8ay0rik_aTPuA,USD,18.68,0
Wqd6Ox5sSq2Kpi06WjANbw,USD,19.99,0
2TlmeF4MT6a6y6OqVWlkgg,USD,19.99,0
8neiivDyT9alCsMUefoN1w,USD,18.6,0
-l4FVVBFR_GE4PTUWqwMnA,USD,19.99,0
y99l55kMRdK5A0FCI7pdgg,USD,19.99,0
S9n1vH2_TR-DCLlWC-GTrw,USD,18.75,0
W3fu3yaUTNGFhwMX2tG-Hw,USD,19.99,0
2cqq6qLGTpisr00mihYBng,USD,18.86,0
wzwPh4luTVCfLbOzGEx3Aw,USD,19.99,0
-_1PZxdOTb2nuDkgdylY2A,USD,19.99,0
wY036tYBSqKj62zri0WUeA,USD,9.99,0
qoFwk5FxTsGQwxwBJzrfew,USD,18.64,0
_VzeyH2kTfyXvzgUipl4XQ,USD,18.68,0
B2x5o0WmR0ydNmnJ3lBQGw,USD,19.99,0
avBjGZ7WRyKZ1Xb-cxUqVg,USD,9.99,0
A1RAbIwLTEKlguclx5aROQ,USD,19.99,0
XtlO-M9RT5eCLtKFEFTTvA,USD,19.99,0
SqQsJCSLTx22ysKJyxdICQ,USD,19.99,0
12Oy-bHdTaCJapOqTycqiw,GBP,7.99,0
N4Ojx-AGQWahmJ1eP0yujg,USD,19.99,0
FWdk1yXUTX6Hnyg4I2GWqQ,CHF,20.99,0
bB4ZGONKSyurElY21zSxpQ,USD,0.99,0
Hun7zuurTmS9787-9Tah-w,USD,18.64,0
Ml8PPZ6sTYK5BhsOm3F60A,USD,19.99,0
tW1IJF2oQNmOFARyDgBqOg,USD,19.99,0
v8qq8XvPQ86hlM2yciIsww,USD,19.99,0
-ANxKbqCStm-T154Besqpw,USD,9.99,0
TioExWkzQI-ibyverUth6w,GBP,14.99,0
HuV05sAsQ4mjdd4MGC4Z9w,USD,19.99,0
NKw5O8VxQFKNwMQgr31jEw,USD,6.99,0
hxdJxJomRxuaUe0haxa32g,USD,19.99,0
zKjjW3MBQymU7_fOmtp_pQ,GBP,21.99,0
RgbW2wbkQ5KoY99jqfTyUA,EUR,23.99,0
J9HdLt2XRxem1oZZcE_cPw,USD,19.99,0
-wOSONIqT2G6-mWSsXZ8rw,USD,19.99,0
2mST2f4WSLe4EgACipL_nQ,USD,18.47,0
VorXikYDSdyhwi_13f--Kw,USD,18.62,0
dg3wKG5QRrS7eUEYMcJdLA,USD,19.99,0
o74m0aRuRVmTwgcjt3f7Jw,USD,19.99,0
_dSg_JwRSuCr6lzIfAenhA,USD,19.99,0
n-VMRL6CRjWsHVvSuDiCsQ,USD,18.35,0
hbl1tEKaRWKHKYpdTSVokQ,CAD,24.99,0
vS1Bu5FIRnSW2kXss-Zptg,USD,18.86,0
33C5NXfnSrelers96g9A-A,USD,18.86,0
sOI-S2BHS2WezacTO03OIQ,USD,19.99,0
gyBFwaK2QVGXW9Lx0yQ6xw,USD,19.99,0
6cgmkeIpQZODh5gdPCph4A,CAD,28.99,0
YfIVNaBtS1WggXCtxcUIKA,USD,9.99,0
1Kzwr7sAQba5JmtdqP6jMA,USD,9.99,0
-SfFD95tTwqU172azPry5A,USD,19.99,0
75E6p4lYT_K8_sR6Sj_wfg,USD,19.99,0
mGNDWwSbQhu4hAB_7PjSpA,USD,19.99,0
2EGFBpc5Sxq5CRnPT3jptw,USD,0.99,0
48XEVzthSzePsJ67hZyG6A,USD,19.99,0
ciaz20Z2STG8snla6Yjn4w,CAD,25.99,0
zYaaCwDOQnGxLEeW11GA1g,USD,18.64,0
NCUImI_IQo-kAM_3ytUzHg,USD,19.99,0
QLtLfxcUSIC0BInU5gnOGQ,USD,19.99,0
ypfeHbwuR3iVFUUQs7ynPQ,USD,18.47,0
UU_Zg01WQR2OIXP10cuKBw,USD,19.99,0
KG7dJ8AXTYqzNEQLOP93Hw,USD,18.64,0
yP2HdogsTH2qQj-N6fdVug,USD,19.99,0
OmxGb_qSRi-h5lwo7ZO1mA,USD,19.99,0
3ltdj1R7RqW2pPcnXhq4kA,USD,19.99,0
QBIcNYuBQ4-fnXg1CjGr1Q,USD,9.99,0
u65SZsBqQQuTbkugqfQmKA,USD,0.99,0
GYaKeaUgSZKjf5HvXDlFjA,USD,19.13,0
6ME0mJrKQES6rhNMQ34-qA,USD,9.99,0
nwJ1aYDKQCuYCcWg9XMYSQ,USD,18.51,0
7lr95brKSoecbqa_pxP0cQ,USD,18.21,0
7c6Z3io4TJOSEgZ4O7Ak2A,USD,19.99,0
l2cKVdHwRo25AMMv-52LIw,USD,18.86,0
QOT_ydjlTy-VorHtsx4RRA,USD,0.99,0
vtW_yFElS5eEVaM3ZuQXnQ,USD,19.99,0
iR7valjiTYGc7NLzl5V4Ng,EUR,14.99,0
aE9RHOlkRQCaDx0TWFlFpw,AUD,23.99,0
i1idq92_Qxa8rQ6F1FBpoQ,USD,0.99,0
I2Xpb-ISRoWO0o_T-UbRcg,USD,18.47,0
S_wyVA13Q52lDqve1DDiag,USD,19.99,0
I-8V5fM5SVubO5bhAY4lVw,USD,18.68,0
NoGZlfuRQcy9nHtavI4saA,USD,0.99,0
ZNUphOzIQjCFtjJUWFjswA,USD,6.99,0
olN53NQrTM2hJ2jETcNiVA,SEK,180.99,0
2Yk2xcYVTKioCj63LPCrNw,USD,19.99,0
CXzsOLzMRQy4l0iOstubnA,USD,18.86,0
h4lcIDrqR8GgIS9wc0hkrw,USD,18.77,0
1_sENj0IRBiHFYMt6nS_Jw,USD,19.99,0
mKeP5i1CTmuoqueZJVFwLg,USD,18.47,0
6Ir2KuW0R8OwTOb5_Swrsg,AUD,1.99,0
tc_krwYeSAe-iDiZcywOww,USD,19.99,0
ENe7GXIbSUundcwsRLSkwQ,USD,18.86,0
fhx6WkaHS_Sfi7Ob3XAojQ,USD,18.68,0
-e8oVd9HTP2kpO_ntazUYw,USD,18.81,0
vCgrCynoTmW57xVMQra95A,USD,0.99,0
OzsDL2sRTLqWXKE4X2aj9g,USD,19.99,0
EhIFUpnfTM2za9zNbA12LA,USD,6.99,0
JtQu7-inR9-EwxPPjBPDRg,USD,19.99,0
cgjjSCkmRxOz0yixxRvIYw,USD,19.99,0
rVD5QpuZSr6AAE3OTPyxhA,USD,19.99,0
NbXAOqSRRpaa7NZNwY7tbA,USD,19.99,0
004NnWgjSj6BgVMCgOXIdA,USD,18.68,0
r1H_l4V_T2a14js2moy4LA,USD,19.99,0
EAEe9LoYT2i6h6QD-4m4dw,USD,19.99,0
b_mGCGbdRjiRN8WDUT0eLw,USD,19.99,0
c5ga3qRkRLmzkfPcBLG9Xg,USD,18.86,0
b1XVcrebTzicxKl_W5HSQw,CAD,26.66,0
pGFEXvDlSjuFeK7Lq4yV8A,USD,19.18,0
RuYUf5e7ROatkJIE06q5kA,USD,19.99,0
AMOMZ63hSWS8ZCv5WRVARg,USD,19.99,0
5yLNX2eNQyaOUnrIyc2rqA,USD,18.44,0
XXeH4yjeQG6Gapzx9NQwsA,USD,19.99,0
LRo0c6S0QryJZjXXEN8-tw,USD,18.68,0
I6l4C1IHTVio_8BPHyJbrw,USD,19.99,0
eALeQVToR4KUy554BsXfSA,USD,19.99,0
BGJS9GGwQnyC_4lesNRNgw,USD,19.99,0
7mHy41RrTW2aAilvxfzisg,USD,19.99,0
obtQCbRQSLqBJiKjmO_5iQ,CAD,21.99,0
q-TcKJ4URom-fYpPF8Mx4A,USD,19.99,0
YgT8RM72RkysoWudqEskeQ,USD,18.64,0
bISASaOqT7-WQn8lpOfO7g,USD,19.99,0
RZ_TKjGmQouaOZ1H3BJ3Jw,USD,9.99,0
dw_YV_oSSoSR6eRRa17oEA,USD,19.99,0
18c0LcrcSRGyReVA3hUPvg,USD,19.99,0
QCIuW9rdRsubM-h4pQyGSw,USD,18.6,0
scklPjvRR2qGU3Y7DN_hvg,USD,18.44,0
C6LNM7ckRKSfVJlYfaawDA,GBP,20.99,0
ZA90Tlw0TPezlxLO9ymbBg,USD,19.99,0
y8A0pi6aSvCtDLZaTBQ1Sw,USD,18.4,0
GlvQDbOORya7abmIIntRCA,USD,19.99,0
bLph7598ROORjPBzaTWnYQ,USD,18.81,0
F9DACyWYRGSkjzmhca67Gg,USD,19.99,0
eV1BY0H5RSGN-8cKT25pzA,USD,18.73,0
2ebXP01TRJ240fBni5b2yQ,USD,19.99,0
O8D32jzuRniMcaio9BCdCg,USD,19.99,0
TRKlijEVTca0et7lP99J4w,USD,18.73,0
uGouMnc6R1GoMzrCW-CnTw,USD,18.81,0
ZUOcJSMtQliDD3GGHKKuFg,USD,19.99,0
DENdvbYuRrKARsFkWGkSoQ,USD,18.64,0
qXlHaq2cQ22bo1UbxTzf8w,USD,18.47,0
pSWoNaGaTF-3-tvUO24pUA,USD,18.47,0
U846WeDNT2670A5jd5lbqw,USD,19.99,0
3CQwv62QQhOqy3uK_ZHIDg,USD,18.47,0
oQAiZGEgQJ65qPs7atva1g,USD,6.99,0
Qi8UleDaTrSZHGY1zCKzCQ,USD,19.99,0
Nu2nDRFJTj2eI9KM2SOEiw,USD,0.99,0
-GIWe6fLSaawuBRE312gSA,USD,19.99,0
ACkiNkSiRMqtbuwI2gzC0g,USD,19.99,0
K48xAVqgTk69h3DVxAFYOA,USD,0.99,0
tFwXf3K7SuOWqk45KVtNAA,USD,18.64,0
nqYEezgpRwOhDFmPRf128Q,USD,18.86,0
9JQQ8YYcTfes89h4B7tojg,USD,18.64,0
eVUYHHjhRCOnxj3AW25gXQ,USD,19.99,0
8bQCaDEbS5KCzqp9Pn2oGw,USD,19.99,0
2iSxTsaMTgqLO9L6oJWeEA,USD,19.99,0
DmwWeMxxQted7fDYFweVng,USD,0.99,0
H3Hnr0ZPShqoVEXng_9uVQ,USD,18.86,0
WBxkjvAhT8u1sJQau2P55A,USD,19.99,0
VNCBmSPXQK2OzXu9yvIlJw,USD,19.99,0
ywa_hDtqRqWpRzRTC1p2zA,USD,18.81,0
BXDV8ZCpQpmfKJKW9aRx2A,USD,19.99,0
6dJmcNiLQ_KilKkF2VBhhA,USD,19.99,0
cdvvQ-ckRiqzL-pMJfBhmQ,USD,19.99,0
lxNA_I43TIq1cDXZAzCOhw,GBP,21.99,0
eGjWI8f7T4iqGk4j9RWISQ,USD,19.99,0
A1vogp3vRPmRBJjST4vzsA,GBP,18.99,0
aNwvCtmXRRuZfZ66Vcf4Cw,USD,18.77,0
jULFTOXmRMSdqTRbq3xg5Q,GBP,20.99,0
n7yA_E-XRmOuijfsAm3vTA,USD,19.99,0
6FyBcXu2QSK3N9SAF-Wlow,CAD,26.99,0
fjQ1D_K0SsKtdiM-O8idrQ,GBP,18.99,0
4I3L0jLMRGOKZPsoQ52fVQ,USD,19.99,0
rd9Q4LIRTXa8e41SgREqRg,USD,19.99,0
R8ew8TH_SrSKuwa0eStlng,USD,18.6,0
jMar1GErSlasfV7I0craPw,USD,18.68,0
95JEMHgaQ22iCQQHWeuNHg,USD,19.99,0
MbDf1mAqQd-5I7ssjcf8YQ,USD,19.99,0
bJQWctBBQ9W25GmJQwjrfw,USD,18.86,0
c6dY28RaQ_Sc5NH1kDPhZw,USD,19.99,0
Jf_IcJoLSKu8h4y9eMUrQA,USD,19.99,0
omUobTCNShmMgweDBaE4ww,USD,18.95,0
DhkqMQbGTZqSYNIRCL7z5A,USD,19.99,0
eXkFg1_qToOkuenejlgXTg,USD,19.99,0
-Rd5NvQQT72naCjN6eHJtw,AUD,33.99,0
p_XME3IdTK2JbxpMxcTZKw,USD,19.99,0
bAR3FTSUQf6SJF8Q0mOLFg,GBP,17.99,0
2TJRDwiWSpGFxs3tpyO1AA,USD,18.68,0
HW2MCyVNTCSIvcwuPwcTAQ,USD,18.4,0
xls8AQ9bQeGT-aG0jIR5vQ,USD,0.99,0
98qtANEGQTOay4wSoFXiFg,USD,19.99,0
at1ym2ogRluoqBC76zSsEA,USD,19.99,0
VnF4x_hqToC3I29zQ5gPFA,USD,19.99,0
Q3wnlS2gQca3HW1bwoVR_w,USD,19.99,0
ffDvacrsRE-BUCX1KH-X6g,USD,19.99,0
-GyExsyBRHmOQ6eFefCQ7g,USD,0.99,0
weEZjIo4QWmHw5aQsTEgPw,USD,18.36,0
p1UmbqFJTJ6am3UKVRD5gQ,USD,18.86,0
Qewbl56iQpqFR482-8pWfA,USD,19.99,0
xpROWoAwRR65BvCo-qqv7Q,USD,19,0
TQAE2RcmQ0iDsSfbjg0Xqw,GBP,21.99,0
KcIVnT8vQ9KMfs8VQB5VJQ,USD,6.99,0
h8a1r1zCThiV4VSUj8p4xw,USD,19.99,0
Hg_eIxh2TraNFfmxg6G-Gg,USD,18.68,0
s1ydRvaGQhaoCRK3JFKvRw,USD,18.68,0
QmiGfdcLSmmaD8fskwbI5g,SEK,168.99,0
21zRLEUbR1Gjk4Q-GGPxiQ,USD,18.86,0
8IbGXvTmQbi2poL9EpFvSg,USD,18.6,0
Qsx1pBARSQef6wtQDMgFeg,USD,19.99,0
XiXz500zR226M0-vqcQThg,USD,18.64,0
gifpeQ1gS9Gf4DN_AEJFnQ,USD,19.99,0
rgMF6kc1QYmHMCl1WCVytA,USD,18.4,0
oR6QjVgLRK-sNiFGnw6TXg,USD,18.93,0
SWEl68szT5qCsojQ5ywQuQ,USD,19.99,0
u1y53elWTb6rO_zfBvljiQ,USD,19.13,0
N38auUqNR12bQZopaBuV6g,USD,18.95,0
GO4QuNZDQJqoDM-taeQ21w,USD,19.99,0
siJTwa3gTtKiK1HWV0KOwQ,CAD,1.99,0
NX7aaSbPR1K5xu1IOxq1MA,USD,19.99,0
JDRfG-PDR-2nFesxwTq3rA,CAD,27.99,0
z1c3ywL1Suada0nHJ6z_bw,USD,19.99,0
KgYweju7QoqaaHReZdy9wA,USD,19.99,0
8WcWZiSrRUuXEbBuOiELwA,USD,19.99,0
z_5aV7LASnSHLnWaYL_Bjw,USD,19.99,0
jENXexxDSCaJ4JX0IOiQYw,USD,19.99,0
2HZ3QGUMQeqLOxZkmsXm_g,USD,19.99,0
HoqJrmQcTWuubCOcv6jz7Q,USD,9.99,0
sn9ZtG7oS_K7IjeQ_LTPmQ,USD,19.99,0
JSAO7NHrQkC-YhIA3uywHA,USD,18.64,0
AXRwTFAcRhi113s-q4IWPg,USD,18.75,0
IwRWKOqFQBKruOpuSkcIew,USD,18.64,0
Rgsl73ZZTZWn4XvDoGgk-g,USD,19.99,0
NdF09gEXRaGGz6BI2B3Y-Q,USD,19.99,0
kNKs4Nk6RPSnzDjFNYNnvw,USD,18.64,0
q0CRpiVuRICC1xAV_R44OQ,USD,9.99,0
zgOeXDBJSf-cpFAT5PPUqw,USD,18.75,0
NVP-zJnrRA2AHpeUxjL34Q,USD,19.99,0
zFJkpw6gQy6ko2bC-UUoUg,USD,19.99,0
30GW78VDQGmCKCLn_1P7Ug,GBP,13.99,0
uSJc52a-Tp2jVruBQB0BUg,USD,18.47,0
ZtmYvxXPT0WHAzudu_JJUA,USD,0.9913,0
ZM4F_MQJTUGIpfaStgkDnA,AUD,1.99,0
eHHwuxUPQbCVBPpdibXuLg,EUR,1.99,0
sKRE3IUjRXG-kPSA2j0u9A,USD,18.98,0
rFM7VgCcTruqrgku_c3XXQ,USD,19.99,0
_t4aoiGIT6GCRvGUBapgzA,USD,19.99,0
eO6e0mXGRiCaCRMh_0lN1w,USD,18.36,0
S2o2ukpSRnu4U4z9LvYjgQ,USD,19.99,0
-FQWFAb0QJuz9SRnFSVZMg,USD,0.99,0
RfYshPTrSNSwhUKJmq5_Pg,USD,18.21,0
nAq9YgS2SVyXc-LNOq7Tvg,USD,19.99,0
RKGVpWbuSj6HurZBtpXmbA,USD,19.99,0
_1uhhGujRvijIZnegb9lSg,USD,9.99,0
rCBKk-WjQ8aGrjFS6X_5Sg,GBP,13.99,0
WM6mJk3RRx2yZzUX1aXcDg,USD,19.99,0
xpTll9R_T6ewFnb81MoXKA,USD,19.99,0
OCZ68hhDRMGG7081GHLSrg,USD,18.68,0
e1YtKbuzSke4gLzQZYPONA,USD,18.64,0
Z-qVjITVQX-_qQVBtQdxJw,USD,9.99,0
t86WLaOSSsWDBmw0nVyggg,CAD,14.04,0
6Nt2ZZX2R8-SGv5tQtICRA,USD,19.99,0
-vU5Z9xdQLiv-mEz2p0tDw,GBP,20.99,0
DSBPLiMhSbqNOEy9MtINMQ,USD,19.99,0
KAGx-sRxRR69DAXZsucOPw,USD,19.99,0
GD_ih8fcQ-S9kh1n5MZORQ,USD,19.99,0
kb2DREF8R8aB4nXIFFxYKA,USD,19.99,0
Ah-e3f4-TUCoKVPOLIVTFA,USD,19.99,0
h9ssujSaTKKk7vOGF5X56A,USD,9.99,0
hXnDky8aR3OdSkqV_6e-Lg,USD,18.55,0
Npc5pg0PSwS7UuxreiLONA,USD,19.99,0
iF36VzkDQaG2T4TY4hDrqQ,USD,19.99,0
tTyKt4jRQgu7u8-2tbolTA,USD,0.99,0
jW-mXmSlTuyj8b_OC8U6dw,CHF,15.99,0
zT8oLVocTQSCFcGFPzqBvQ,USD,9.99,0
efSB-qnlRIegrXC_IsLBgg,USD,18.34,0
jAe6QabiT4y2exF0odO9cQ,USD,19.99,0
GagP2ZVfTUGOtMXhgCKbOA,USD,6.99,0
AkdpBt6BSTecbOUG_u_6OA,USD,19.99,0
Q1DrEaJ5QmC3Lcqqw1uYWg,USD,9.99,0
xaw8OTUNQjeY3dSw-MUjEA,USD,9.99,0
u-CWf-GWRWCU3uYQlYugHQ,USD,19.99,0
QX8_AZ95R3KNeXPHg-JTDw,USD,19.99,0
hRS4XsF3SWeVkeF2Jjc6Sw,USD,19.99,0
JHp4qiesRluXTPHw1__Ezw,USD,18.68,0
E-yW4dIgQWO2Lc15omWDlA,USD,14.99,0
np4JZSkdScSHcQZttm8Ftg,USD,18.43,0
ePMORLYlSrGPnkaxbKY88Q,USD,19.99,0
Z5Er3tGDToyHVmQBYIkzLg,USD,19.99,0
5zSdxbiMQ2mmc_081QuR8Q,USD,18.6,0
7htpjsXBTEiTa20ablvbGA,USD,19.99,0
uV1nDMhvRIOBwOFreCi6vg,USD,9.99,0
sJEAiL1bRGiRNlD9EJP_7Q,USD,9.99,0
Bslq3xvJSke74EXeeIxeVA,USD,19.99,0
kGwSNDuyTQ6ER4T_4U8Z0w,USD,18.68,0
SKRh4RT5TO2NonE0xJ5jLw,GBP,18.99,0
jyETxzUdRxmUIg25KsWicw,USD,0.99,0
Erq67uxKS8iswv9O47In9g,GBP,10.99,0
h42-g29LT3KV8UgmCqWtqw,USD,18.36,0
vfW54uqDSi65he6gTlpgqA,USD,19.99,0
-7kADhhEQamxgNYFrkHDLg,USD,19.99,0
3oHlZ20kSiuH4x0JuAcGAw,USD,18.81,0
gsOW-5OaSGiTpl2pmrEqRA,USD,19.99,0
zcX-ZoqbQk27qD2FhG4B1w,USD,19.99,0
