SubscriptionId,RepricedUnitPrice,RepriceSubtotal,RepriceOverrideDiscount,"Initial Currency","Initial Price"
htb4vSxwT6GI86n57EXXnA,29.99,29.99,0.00,USD,18.98
15RELPPSQ32YsFnvTgO7sg,29.99,29.99,0.00,USD,18.37
bfcg8MzhSFaJZndRmcDrkQ,29.99,29.99,0.00,USD,19.99
AAWOoMSQTdKT5raB5roM5w,29.99,29.99,0.00,USD,18.68
cFRGzETXRAiK0byTLpcCzQ,29.99,29.99,0.00,USD,18.75
HWLBx4NETsCwc8VTc6AGvQ,29.99,29.99,0.00,USD,18.64
F2IWwGGtSiaEdpuAelCDmA,29.99,29.99,0.00,USD,19.99
qFzDuaJ1QOy2_rpPk-IPTA,29.99,29.99,0.00,USD,18.64
_kdUPHV6QkGYOPSmDf9f_g,22.7924,22.7924,0.00,GBP,13.99
G3lQ2ncXTyWYqAkSzCFyqA,29.99,29.99,0.00,USD,18.75
U3Lk70CkRw6UTy2DE_m0Ag,29.99,29.99,0.00,USD,19.99
uAvfPQasTVCXTV9q9dzsuw,29.99,29.99,0.00,USD,19.99
cn2pN3mzSYqP3YFxThbEYg,29.99,29.99,0.00,USD,18.86
np6cdqSYTgmspZAgfI4o4w,29.99,29.99,0.00,USD,19.99
wpkTTjvFQjKTcAPVigIFjw,29.99,29.99,0.00,USD,19.99
HvK4TwdsQfajdI-o0jipJw,29.99,29.99,0.00,USD,18.64
029sKG6yTCmmuHZy6SyRBQ,29.99,29.99,0.00,USD,19.99
GI9OljkoSk2NgmxNL7k8uQ,29.99,29.99,0.00,USD,19.99
XxiYFDtwR3e-zI5mJdJqXA,29.99,29.99,0.00,USD,0.99
Y9ddv_1GTh2vHBc_irHQgQ,29.99,29.99,0.00,USD,19.99
w4j9eMQxSWyBWH5LW6hkrA,40.7864,40.7864,0.00,CAD,19.99
RPTh_MWOTJO_F8ggXWgcZA,44.6851,44.6851,0.00,AUD,16.99
9z1Fe-w1SwCZo2CXvrhmrQ,29.99,29.99,0.00,USD,19.99
y6EJiGTFSTysUi5YdWki4A,29.99,29.99,0.00,USD,19.99
iEi1yqBsQoO9FvqLbYLmfw,29.99,29.99,0.00,USD,18.64
izMx0rCURlK4lv-st-DIgg,29.99,29.99,0.00,USD,19.99
YAGNUMANRqWUHz03lvrdXw,26.991,26.991,0.00,EUR,19.99
XazCPKSXQI-PLCVOH-rjyA,29.99,29.99,0.00,USD,18.8
uFm9g-wwQhel8cMgRu-BSw,29.99,29.99,0.00,USD,18.98
mx4Wj5vHQ3esbE6vX-1FcA,29.99,29.99,0.00,USD,0.99
RfxTbjFlSimh_VzliGiyvA,29.99,29.99,0.00,USD,19.99
JWJ07CiwSn6eaZKh1bJsow,44.6851,44.6851,0.00,AUD,31.99
dkOJDkBISzmhESsCF4MwHw,29.99,29.99,0.00,USD,18.86
dj-itU0yQqGk9m4AG8NEMg,29.99,29.99,0.00,USD,18.86
f7FWJfGETPK1AGXGrNwESg,29.99,29.99,0.00,USD,19.99
jnbOKu_ISJaIfu_ytqhjew,29.99,29.99,0.00,USD,19.99
xYwg3XCSSnyW5YzBQQyikA,29.99,29.99,0.00,USD,19.99
KcfrwPwETDegUTLu_si03g,29.99,29.99,0.00,USD,19.99
E_WYxoVIRk6nO0_I7vuaeg,29.99,29.99,0.00,USD,19.99
KBWseMCGSn6qVf45ZJKuJw,29.99,29.99,0.00,USD,9.99
5wQCb8-DS_O7Hpqx0KheOg,29.99,29.99,0.00,USD,19.99
pDzRdYLSRVqAmaH9mKhQlQ,29.99,29.99,0.00,USD,19.99
oTKwmrLCR0OCkRyiLnapow,29.99,29.99,0.00,USD,19.99
zwx2Bw2oRgq3zbFlNUzxNg,44.6851,44.6851,0.00,AUD,28.0909
lYqpKH7YTteyszNHjHWpbQ,29.99,29.99,0.00,USD,18.86
8iP5kDlRR_OHkHjoK1CyAQ,29.99,29.99,0.00,USD,19.99
fEdyjV5UR06mhk33XEC72Q,29.99,29.99,0.00,USD,19.99
oc-T9nHUTtqyf9v2GISjJQ,26.991,26.991,0.00,EUR,9.99
MJLoro4VTtmdQQXAKCTiWg,29.99,29.99,0.00,USD,19.99
2pLZQnakTdWTKIrRMw9bjg,29.99,29.99,0.00,USD,19.99
UKCi005lTDCVm3Ox5WO_Aw,29.99,29.99,0.00,USD,18.68
BHq7byxGS62hEb4kFiNlZQ,29.99,29.99,0.00,USD,0.99
7X-28BgQS2GYEkW6O2rm2w,29.99,29.99,0.00,USD,18.68
5mOxqGFNRPa3oofAfceUsQ,26.991,26.991,0.00,EUR,22.99
YB5qRYwKQoWB5EtNknDDSA,29.99,29.99,0.00,USD,19.99
z6k9VTC2S9OXoxhHdGK_Lw,29.99,29.99,0.00,USD,18.66
9NSC25nHTbKu4-xjKMsbVg,29.99,29.99,0.00,USD,19.99
yXpyrjmrTouC05M9pxbEwg,29.99,29.99,0.00,USD,18.51
b7_eY6x8TBCfoo2cSEZHjA,29.99,29.99,0.00,USD,19.99
UG4bBZUBSiSwD8-UBZAiwA,29.99,29.99,0.00,USD,18.86
th1CSImAS9iADwJ_TeFi8A,29.99,29.99,0.00,USD,19.99
DoD0P2a-TSqDBCYWovgcOg,29.99,29.99,0.00,USD,19.99
wnFlbPMuQ8iPVvFQbfRPZA,29.99,29.99,0.00,USD,19.99
iurRzdx2TWS5T0vFde3R6A,29.99,29.99,0.00,USD,19.99
TDpYNF1dTEanJl-mixTQjQ,29.99,29.99,0.00,USD,18.41
Uwuw-rDqSo26fqsIx9d0EA,29.99,29.99,0.00,USD,9.99
Vu69ggn9T0ajRl4LSzXOgg,29.99,29.99,0.00,USD,19.99
UPQntQ89StGAZCszKAx3BQ,29.99,29.99,0.00,USD,19.99
SUy_9qvbQWuiHOBHjLyd2Q,29.99,29.99,0.00,USD,6.99
ud9TIs6gT_u64YtqHkgN7A,29.99,29.99,0.00,USD,19.99
G9qhDw4_QTOhzxjBREHRJQ,29.99,29.99,0.00,USD,19.99
jthQm7KgQf2niIEQxC207w,29.99,29.99,0.00,USD,19.99
oECHbJ8RTS2eUM4uasVQiQ,29.99,29.99,0.00,USD,19.99
bj7zjTTTRNqKOB3gX3Grvg,29.99,29.99,0.00,USD,19.99
64DXtkw6Qgi5foP4pFR-sA,29.99,29.99,0.00,USD,19.99
YE987_4ITfuiaKr91ViVeQ,29.99,29.99,0.00,USD,19.99
cuzuf2WXSzm0JbbqgIzk2Q,29.99,29.99,0.00,USD,19.99
BR0BIbhLTkKW8C8zJDv-zQ,29.99,29.99,0.00,USD,18.68
F4iKbMy9QFaoHsjSUdWMxw,29.99,29.99,0.00,USD,9.99
kL56R5l_RqqJsF_nwd5gcg,29.99,29.99,0.00,USD,19.99
t8qXnzTBRU-1iYwxfPCGcg,29.99,29.99,0.00,USD,19.99
Vwo06MDmQsOt5gpH8Vok5g,29.99,29.99,0.00,USD,18.68
-cmvbG0FQsS4DcVnRuTc2A,29.99,29.99,0.00,USD,0.99
q1hvn8MLSAyn0ZoyA0ATOQ,29.99,29.99,0.00,USD,19.99
gFylSK2eQp68Rh5fIx-Icg,29.99,29.99,0.00,USD,9.99
KeganXkBSg6z1IoPJLhEyA,29.99,29.99,0.00,USD,19.99
0qVGqckvTQCNe3aoZz54MQ,29.99,29.99,0.00,USD,19.99
MiEIWq53QAWtnsRsf308tg,29.99,29.99,0.00,USD,19.99
vC_QPb-9Tj6cl0KMXr_TtA,29.99,29.99,0.00,USD,19.99
MlGInd-tRkOx8250L1DVjg,29.99,29.99,0.00,USD,18.86
kXbP48G9SvK6JdcQxk0Bjw,29.99,29.99,0.00,USD,19.99
xD6yBMjSRqmzs5i2_7-TvQ,40.7864,40.7864,0.00,CAD,20.99
eiYYBUt4S7mkph79fNjTCA,22.7924,22.7924,0.00,GBP,20.99
mpju20KNQ4abdzhqFxYr-w,29.99,29.99,0.00,USD,18.43
EhetT7ieRiiN4dnFt5uvDA,44.6851,44.6851,0.00,AUD,18.99
f4U0bX-MQzaBhYzyBFRQZw,29.99,29.99,0.00,USD,19.99
Wi3rtxDKSEaTCZ0sKkQUQw,29.99,29.99,0.00,USD,18.73
SnNDRV-6Q-eBiY8cDeR62g,29.99,29.99,0.00,USD,18.64
zQ5mU6gvTdiA337uPyLzWw,29.99,29.99,0.00,USD,18.3
Qk3qE9VNQoeNN-6DGz2UFg,29.99,29.99,0.00,USD,19.99
J2aADAhaQlSl4Cf7V-Yxtw,29.99,29.99,0.00,USD,19.99
uhBn7a-bSjCSHmyO_Ol6ew,40.7864,40.7864,0.00,CAD,24.77
AMZXAoj4SIuZvTjPz-qcDQ,29.99,29.99,0.00,USD,19.99
5lrpatw6TNCRWxZ0R3ddxA,29.99,29.99,0.00,USD,18.75
FMp7iSUFQSGjoFvsdxnvVw,29.99,29.99,0.00,USD,19.99
Kg5z58XwSS2wXGgwyqSzLA,29.99,29.99,0.00,USD,18.73
xKp2jEn_QOWAgk-SfKqcJQ,29.99,29.99,0.00,USD,9.99
WBJzTNWERniqCCFveHUXYw,29.99,29.99,0.00,USD,19.99
zfYpqJ4bSOSBYg5Z0H2cjg,308.5971,308.5971,0.00,SEK,279.99
0GjI5YdkSaCXqRzt_ADiRw,29.99,29.99,0.00,USD,18.47
Ac5RLxFrSRubE2zRSw6NLg,29.99,29.99,0.00,USD,18.81
st0OSeifTSC6QUll_WEuUw,29.99,29.99,0.00,USD,18.73
Vw1UTYhmSuGzWCug65XjxQ,40.7864,40.7864,0.00,CAD,1.99
PefT6HK3QK25iP-_pVbsqQ,29.99,29.99,0.00,USD,19.99
hVcQ9IY5TkeGXvF0ENWbPQ,29.99,29.99,0.00,USD,18.3
1fzlbYkuQqOX_ZYs_2QBtA,29.99,29.99,0.00,USD,18.68
VGMhEHLSS0agTa2uuv-6fQ,29.99,29.99,0.00,USD,6.99
rpApPkN4RPO9d7MwzEkuRg,29.99,29.99,0.00,USD,19.99
1Wwp8qIoQfienj2h58e6Mw,29.99,29.99,0.00,USD,9.99
TBOAiotwTMuMNI2OGziDXg,29.99,29.99,0.00,USD,19.99
jdOzDdBHTZOyhzBhAgbX4Q,29.99,29.99,0.00,USD,19.99
o6L5s08_QwixtmXWniZqeg,29.99,29.99,0.00,USD,0.99
PWWaNcvjTOeCUOSJjPkESw,29.99,29.99,0.00,USD,18.68
owHyFkkVTcOdJ-hVBJyuQQ,29.99,29.99,0.00,USD,19.99
5H8W8ii_S7yaZHJXewZu0g,29.99,29.99,0.00,USD,19.99
NHulFyJ1SyuJ-0QfixDw_Q,29.99,29.99,0.00,USD,19.99
wIEuVFVHSmq2GqNBWXfTQA,29.99,29.99,0.00,USD,0.99
DcZy9PFrScWNHUDnOcRP7w,29.99,29.99,0.00,USD,18.6
d7d_o1wISbercdciWj7sWw,29.99,29.99,0.00,USD,18.68
6TsMbHhOQ3yVwb4rNKlpvg,29.99,29.99,0.00,USD,9.99
Jvy1bSQ0SCmlAhW945CE8A,29.99,29.99,0.00,USD,19.99
SRZC1A4tQaOxaDH4_enuRg,29.99,29.99,0.00,USD,19.99
6MvQUMkjRziuOylC4ZsCpw,29.99,29.99,0.00,USD,19.99
WkpC-MshQXKcOd1jNLwOzQ,40.7864,40.7864,0.00,CAD,24.34
GfW4vLjDQdqCchSzFfAEAQ,40.7864,40.7864,0.00,CAD,26.99
gUzJoJRfQLa4QU_gVFJyPw,29.99,29.99,0.00,USD,18.26
sY5Wi0PATcySy6dQZ-hTaw,29.99,29.99,0.00,USD,9.99
Srzxxb_JThuSXZ6J4c-pBw,29.99,29.99,0.00,USD,18.64
dC_lBWCtTD2NMBohvW60QA,29.99,29.99,0.00,USD,19.99
_u36FvJ4T6SXSxS-W9kiZw,29.99,29.99,0.00,USD,19.99
Z4T4Zo9BQC2GjHcHylkENg,29.99,29.99,0.00,USD,19.99
B7LLjdAiRQeSVxQdVNECXg,29.99,29.99,0.00,USD,19.99
EtLaDdslSjW8YD3_Ok_uhg,29.99,29.99,0.00,USD,19.99
gXOM0ju0TNG_lrj7Yrz4oQ,29.99,29.99,0.00,USD,19.99
qTngS051Qum6hQjUi2Q78g,29.99,29.99,0.00,USD,19.99
zYoM7Ai2RxmebXDHmCd-gg,29.99,29.99,0.00,USD,18.47
iJH-Wo6cQMu-bb4Z03ANEQ,29.99,29.99,0.00,USD,19.99
9g6zJJDATSK4fx3rpOzWrg,29.99,29.99,0.00,USD,9.99
o3-lHy3NSGWS2KbM35s3AQ,29.99,29.99,0.00,USD,19.99
YqW04BOfSvW2gF7M-xuR8g,29.99,29.99,0.00,USD,19.99
DU5mbQrYSyGpr0l9IRfAXg,29.99,29.99,0.00,USD,0.99
-4Z4KyoyTLat2JcUMxiG-A,40.7864,40.7864,0.00,CAD,26.99
_T8tgty3RIaSc8v1IKjC2g,29.99,29.99,0.00,USD,19.99
q44xcDBVRzCJ3SxIxQ7otA,29.99,29.99,0.00,USD,9.99
nZFhC4vPTL6OqwWgCXTvPw,29.99,29.99,0.00,USD,19.99
XjjvgeM7RquFiaWJRFFiag,40.7864,40.7864,0.00,CAD,25.99
rU2OiquRSyurKnN6VGQupg,29.99,29.99,0.00,USD,9.99
dvS1QHLATNeh_Ty0btrEjg,29.99,29.99,0.00,USD,18.54
d_SLyIR7Suab-c1HypC49A,29.99,29.99,0.00,USD,18.62
5gr8DFZXQhCP6KHYnFipeQ,29.99,29.99,0.00,USD,19.99
nBQwYQF4QXSOj2cCUes4OQ,29.99,29.99,0.00,USD,19.99
hVq2c9kVScu6kZPq8u4ElQ,29.99,29.99,0.00,USD,19.15
vITPvn-HTGaZGyEuZJ2cyg,29.99,29.99,0.00,USD,19.99
wF_KUZePSme2MGHqnUw5fQ,29.99,29.99,0.00,USD,18.38
Hg94_kFIT4y3dkFvdXG1Tw,29.99,29.99,0.00,USD,18.47
6vh9MUVdQjm7G2h3JH25sg,29.99,29.99,0.00,USD,9.99
w0MJm-JeQd-yTqk9p0OTew,29.99,29.99,0.00,USD,9.99
D4Xt_aeVREqXREXOov3Rag,29.99,29.99,0.00,USD,18.84
PziwQVriTVeNE4BCP1KKOg,29.99,29.99,0.00,USD,19.99
jiUPV3s2SSeF2ajnKXWNMw,29.99,29.99,0.00,USD,19.99
bc-CPZ8JRwqJk2GonA782A,29.99,29.99,0.00,USD,14.2762
FLeCLtzTRoivvYbD_oZ1vA,29.99,29.99,0.00,USD,9.99
ugu-8wMCTbin0ajnQBkEtw,29.99,29.99,0.00,USD,19.99
wWfsRj56RvunLIMHwE9slw,29.99,29.99,0.00,USD,18.73
YgKwbFniQ0qV6iRZ2TJKJw,25.54389253,25.54389253,0.00,CHF,21.99
x99_olthT52uHKhjFMkGaA,29.99,29.99,0.00,USD,19.99
ZroCiJ2DR4WdLLn10jxPGg,29.99,29.99,0.00,USD,19.99
lligXApVTseKXAVLtj3JfQ,29.99,29.99,0.00,USD,19.22
_CLVnHvoRNOpukFKGVJhhA,29.99,29.99,0.00,USD,18.64
pI1QJsIxQb-hQoF-QYMCng,29.99,29.99,0.00,USD,18.81
uGahXb_7ToOo0gC96PbKpA,29.99,29.99,0.00,USD,19.99
2DB34q8SQO-j2Z3VSAP07w,29.99,29.99,0.00,USD,19.99
6ogGnluIRZGNEL4prmTN1A,29.99,29.99,0.00,USD,19.99
CKTJwTrgS9mVW6A_XJx1Zg,29.99,29.99,0.00,USD,9.99
UTYxyCEcQNqS1k3hViTjDw,29.99,29.99,0.00,USD,18.86
jMBolijdRmCUX5qtnqtSvQ,29.99,29.99,0.00,USD,18.86
NwCQuNgDRhemoU3NEXTJcw,29.99,29.99,0.00,USD,19.99
clMthnTpR3qO5ao0IXRVtQ,29.99,29.99,0.00,USD,18.36
9sA2PbWVQd6wktF6EbCkqQ,29.99,29.99,0.00,USD,18.86
zFceVwEdTn6GRXazQoQlJw,26.991,26.991,0.00,EUR,19.99
qSTjPmKoS7ujUd5eKxbyWw,29.99,29.99,0.00,USD,19.99
ZTj1t02mQVeaMH7Y0rTlNg,29.99,29.99,0.00,USD,19.99
IGL_4HXrT3ygHWdgQovnrw,29.99,29.99,0.00,USD,19.99
vvE9qp7EQtKAt231CKpL8w,26.991,26.991,0.00,EUR,23.99
cZczCEWHRlK679d5Su4O1Q,29.99,29.99,0.00,USD,19.99
G69JBc3iRgeyrKS6XHUfEQ,40.7864,40.7864,0.00,CAD,26.99
3nh9yYcUTS-HCFIIwfEIBw,29.99,29.99,0.00,USD,19.99
CkUxXandQM2QJl971NmwxQ,29.99,29.99,0.00,USD,19.99
bOiKVHZhT_K8NVlgeD6lTw,29.99,29.99,0.00,USD,19.99
Spxe3FDqScqFlsc9456smw,29.99,29.99,0.00,USD,19.99
d1seG22RRTGO5Qd2IZiVUw,29.99,29.99,0.00,USD,19.99
BxBs519cTz-P1SvyXBkvPA,29.99,29.99,0.00,USD,19.99
ZQ54b_yTQ1S_2GvqEV0ogg,29.99,29.99,0.00,USD,19.99
p2ScLQGCQMOoGraxCmGvVg,40.7864,40.7864,0.00,CAD,25.65
9gYD1LNIQ1COfccOxO0gJg,40.7864,40.7864,0.00,CAD,13.99
dnx8J85SQrOnQNYIpFeGCA,29.99,29.99,0.00,USD,19.99
0SiBFSaXSQG3ErpGPDj2kg,29.99,29.99,0.00,USD,6.99
kLl6wRnHRhCh505iwfOCrw,44.6851,44.6851,0.00,AUD,31.99
mpEhr-hYRmK3MVOMe0-8eQ,29.99,29.99,0.00,USD,19.99
PtsGhNqPSAiKTE2GH-e3KA,29.99,29.99,0.00,USD,19.99
TlPw_wE2QK2OW0dAaVTlsw,29.99,29.99,0.00,USD,19.99
gf4O-K6rSYCr5lhnJng8rw,29.99,29.99,0.00,USD,19.99
46bvtTJqTDu7cE2kxds2IA,29.99,29.99,0.00,USD,19.99
xFvQD-sZRV-I02ij0mWmkg,40.7864,40.7864,0.00,CAD,26.66
-_Eh4fhgQSOvDybnyFQvgw,29.99,29.99,0.00,USD,19.99
vNywOC9HSnSyk1noVpyynA,29.99,29.99,0.00,USD,19.99
XmPYXmheRgSGH0lvbugNTw,29.99,29.99,0.00,USD,19.99
VN_jJRhCRnWxZ-h_o-SFZQ,29.99,29.99,0.00,USD,0.99
-Rgtly0tRJiz1xd8XsByVQ,29.99,29.99,0.00,USD,19.99
RrTMiA08SV-dwJ1pqS0kqA,29.99,29.99,0.00,USD,19.99
g4Tln4-7SUWtcfH6k4UlEA,29.99,29.99,0.00,USD,18.86
SPErlCmbR72O5oTRwwb36A,29.99,29.99,0.00,USD,18.86
1ZDqQQlzQxmX5bFSEakLnA,29.99,29.99,0.00,USD,19.99
5YUto6vyRlinyMNpPlhrpw,22.7924,22.7924,0.00,GBP,20.99
1MYPqFUpQ3a1lTzzqXVvUQ,29.99,29.99,0.00,USD,19.99
64lP8qVQTEKnSGWhkToEVA,26.991,26.991,0.00,EUR,19.99
sYGdch9HSJ2v2jKj4W0u_g,29.99,29.99,0.00,USD,9.99
LP0uDaJ3Siu0_e__jYntIA,29.99,29.99,0.00,USD,18.81
72pSVT58SdK-AwpLL6LTYA,29.99,29.99,0.00,USD,19.99
9jeoigAoQS23k6FvF7PfzQ,29.99,29.99,0.00,USD,19.99
ILmXMX1YQ9qJ6Fds0xOYsQ,29.99,29.99,0.00,USD,0.99
q2UeE8t_Reyw_2rRdcFxzA,29.99,29.99,0.00,USD,19.99
e4sDCOxtRHynf054IJ1T7w,29.99,29.99,0.00,USD,18.64
ARlmtDFmTcCeDY-fpv20WA,29.99,29.99,0.00,USD,19.99
nP7RXps9ScSABRoV4X8jHg,29.99,29.99,0.00,USD,18.21
E-6ZxxL7QW2v9dftB4bOhw,29.99,29.99,0.00,USD,19.99
F8ndCYy0SOOEc1-gLtvHeg,29.99,29.99,0.00,USD,9.99
WWte2Lg3QyG5Ja3F0uflzA,29.99,29.99,0.00,USD,18.86
v6YuS0yvSWmfQN2oY-Pvlg,29.99,29.99,0.00,USD,19.99
Svc24QbkSsy9Xi1RG3fyAg,44.6851,44.6851,0.00,AUD,28.1727
0esUj0T9QSGa8wKuOjPVEQ,29.99,29.99,0.00,USD,19.99
dP6l8YwRTxalhFqnI2VCjw,29.99,29.99,0.00,USD,19.99
7NiIfwtqQC6GPlujdR3owg,29.99,29.99,0.00,USD,19.99
tSLKaT6kThuqXODY7i1-lg,29.99,29.99,0.00,USD,9.99
oRzvwMKaRDCR3nDNi7lxkg,29.99,29.99,0.00,USD,19.99
z49DXQrkQrmDW1YtuJaMig,598.0006,598.0006,0.00,MXN,373
AAFpjIjMRG2uQhVJENdMiw,22.7924,22.7924,0.00,GBP,19.99
bHm1t2zFTQChtjHLCVGxaQ,29.99,29.99,0.00,USD,19.99
o4uBLJuQQ7WzVraVGSHGaw,29.99,29.99,0.00,USD,19.99
vihS81MUSJCRllOjsydExA,26.991,26.991,0.00,EUR,19.99
VRslFAQbS42y75fnwKyLqQ,29.99,29.99,0.00,USD,19.99
E42zwavkTLy1Wur9Ztdisg,29.99,29.99,0.00,USD,19.99
LGBaz1e1TMenotslXj-i2A,29.99,29.99,0.00,USD,19.99
Ucv-0a0DTT2wR9dR8ESq-w,48.2839,48.2839,0.00,NZD,18.99
GoOEwP0vSoWYgrpZr_QGjA,29.99,29.99,0.00,USD,9.99
Yq885JqZRMqFRa0vKTEAZg,29.99,29.99,0.00,USD,19.99
gnD8f_nETz6IJewmSN3uwA,29.99,29.99,0.00,USD,18.64
S5hDgie-T26rcHGeeGq2lA,29.99,29.99,0.00,USD,19.99
vnumDl6_THan2TvCjHwaHA,29.99,29.99,0.00,USD,19.99
zDXKJUdqQ5O3b4rWMK9d7g,40.7864,40.7864,0.00,CAD,19.99
0UHOUF0NT42_5Dpb7bMdIw,29.99,29.99,0.00,USD,19.99
QsLsMnXNQGipbLSsFvSX4Q,29.99,29.99,0.00,USD,19.99
y-fuCruFToqhCz2f8d5ltw,29.99,29.99,0.00,USD,19.99
c89h4ZriQqy21pC-51SAxQ,29.99,29.99,0.00,USD,19.99
3pW9vwxbSeymLKJfOr4bfg,29.99,29.99,0.00,USD,19.99
ypMNTrgcSOi4O75-dEWpaA,29.99,29.99,0.00,USD,19.99
xVoYXgShSi-L4Ym_1Bj3Qg,29.99,29.99,0.00,USD,19.99
ppcJbtIPRcqhMDDG0rj_XA,29.99,29.99,0.00,USD,18.43
USAp6_UUS_-mC2JLsjAMzw,29.99,29.99,0.00,USD,19.99
wqqzRw2OQoiWL_H3dkWguA,26.991,26.991,0.00,EUR,19.99
gQwEKAtoSlyhDr5CALHCow,22.7924,22.7924,0.00,GBP,20.99
GAjP52QSS9yYhHqOHVicMQ,29.99,29.99,0.00,USD,19
n-NYc0qTQrOhCLU9lBCHCQ,29.99,29.99,0.00,USD,19.99
qvJFPaRjQ-muBVCXWX4fQQ,22.7924,22.7924,0.00,GBP,19.99
kqlj1EGhQ6GeM7z_DRc-AA,29.99,29.99,0.00,USD,9.99
V4-OTM0-TXynAt9hmVhutg,29.99,29.99,0.00,USD,18.62
dJ5WG7ECQ3eM5w72FGc6UQ,29.99,29.99,0.00,USD,19.99
v8Q6jVM1Qqyt7TEyPCpS9Q,29.99,29.99,0.00,USD,18.68
MlH-pq75QFC4Xo0YbLhGFg,29.99,29.99,0.00,USD,19.99
XtCBZemPTCqvLDaw-UJ2NQ,29.99,29.99,0.00,USD,18.64
sSYR3V20RLKjh5farO9x7A,29.99,29.99,0.00,USD,18.75
9q7lct7wSpKS_awLQ87_0Q,26.991,26.991,0.00,EUR,22.99
R8R-4jBgT_q41WaUs4uNUg,29.99,29.99,0.00,USD,19.99
IkwcfU1NTf-Z9X8vX6NLiQ,29.99,29.99,0.00,USD,9.99
fbK785eaSImn6tsKCabiYg,29.99,29.99,0.00,USD,19.9913
OYSonDaiR82ZnzczHBa-DA,29.99,29.99,0.00,USD,19.99
zf_hMRONSD25aMXs2GbsHg,29.99,29.99,0.00,USD,19.99
oM07v93uTZaeNMrdg6lbgA,29.99,29.99,0.00,USD,19.99
X7cQLkcKSMiIwP6zumy3bA,29.99,29.99,0.00,USD,19.99
UrQf24XrQAGB2R0qlwU9_w,29.99,29.99,0.00,USD,18.4
5_r_iguYS0SBRLvDdkXfew,29.99,29.99,0.00,USD,19.99
fU3G4g4vTTKl3lZJKn2I7Q,40.7864,40.7864,0.00,CAD,24.77
ZyZqHH8WRhyYrKdqqM7BjQ,40.7864,40.7864,0.00,CAD,1.99
tLgqt_N-RgCZKg0ImFQsbA,29.99,29.99,0.00,USD,18.81
sxKZtd4iSpuUJEIDOirV-g,29.99,29.99,0.00,USD,6.99
8s06ZpVqQWG-pFB8OpR7jg,29.99,29.99,0.00,USD,18.42
xa-oEuXwRL2D5SN34e8qfQ,26.991,26.991,0.00,EUR,22.99
5Vx5e285TQS70w27m9OVYw,29.99,29.99,0.00,USD,19.99
qiSE5sARQ-qFcoAdzFnJqw,29.99,29.99,0.00,USD,18.86
ITErEq-ET4WgOTz3LVmF6Q,29.99,29.99,0.00,USD,19.99
zZQRrcFDTrur5DHXLbWcoQ,29.99,29.99,0.00,USD,19.99
XCGMgP5BTROaVHASZl822A,29.99,29.99,0.00,USD,19.99
WlpGqyK-TwC_cB_o7cF5Wg,29.99,29.99,0.00,USD,18.43
TN2WOn0SSqKXt4EgX_IzsQ,29.99,29.99,0.00,USD,18.6
J7DfEOLeQEqYzsUt-lJXIA,29.99,29.99,0.00,USD,19.99
ydmG66bhTdyRcH5F7JKNSw,29.99,29.99,0.00,USD,19.99
ECjvJ83WS9C1vw_LJitowQ,29.99,29.99,0.00,USD,18.87
EaZ02QrMTnyqRdhLvcuFFA,29.99,29.99,0.00,USD,19.99
-mjIB5mDQKiRWzK_l4iamA,44.6851,44.6851,0.00,AUD,34.99
96v0zYDpQI60XDqTFf5_Tg,29.99,29.99,0.00,USD,19.99
9-sSOJ3_SG2aP9FV5yHPVQ,29.99,29.99,0.00,USD,19.99
AwoN7zj1SoS-GaJIrOZqXA,29.99,29.99,0.00,USD,19.99
tAB5y4OORBWuiAEtuJxlhA,29.99,29.99,0.00,USD,18.64
FYjfjafARSaAdoieAYVjZA,29.99,29.99,0.00,USD,19.99
yvcLfw6sQ0Oju3sD_ztMwA,29.99,29.99,0.00,USD,6.99
s3P03jW8St2-k2ul35Vj4A,29.99,29.99,0.00,USD,18.64
YlZOHDNxQriDrMpEJ3Aj6A,29.99,29.99,0.00,USD,19.99
U9m4BuWNQ-aNEm5-LQipyQ,29.99,29.99,0.00,USD,18.86
TvI5uHRfTWitoOEEDPvlmw,29.99,29.99,0.00,USD,19.99
gbBSoMwKTcqvXcuhXYWzpA,44.6851,44.6851,0.00,AUD,1.99
27NwAKrzQReAUjdASTP-uQ,29.99,29.99,0.00,USD,19.99
MVefRYBpQb-pCQOG9s8wow,22.7924,22.7924,0.00,GBP,14.99
IzBzH092RHSN8k9Y_7AtCQ,29.99,29.99,0.00,USD,18.64
xjswXjfzQ0GrzBLc-fhq4Q,29.99,29.99,0.00,USD,18.51
p_CC2JX3RnyypmYW3s7Fig,29.99,29.99,0.00,USD,19.99
Aadyd9pVQBirnARu9xbu7g,29.99,29.99,0.00,USD,18.68
jNBR-sNPQY20DSc1u1lQ6Q,29.99,29.99,0.00,USD,18.21
dpsyw7czT36z9Km497kkBg,29.99,29.99,0.00,USD,19.99
IBiYFZsVTICpSanHS1fY3g,29.99,29.99,0.00,USD,19.99
BXoAiCjhT8Gp0Pm3GJUbWA,29.99,29.99,0.00,USD,19.99
oMn9EzaOTKKmM8r330RvqA,22.7924,22.7924,0.00,GBP,20.99
oAOTFVK6SNKcN5xWxnCGiQ,29.99,29.99,0.00,USD,9.99
9gBASkXpTI-x05W-EGpCow,29.99,29.99,0.00,USD,0.99
qH8_Sul7RZid_UPJFu3x2A,29.99,29.99,0.00,USD,18.86
